,Unnamed: 0,User,Project,Task_cat,Task_Description,Start date,Start time,End date,End time,Duration
21747,21747,UI33,Finizon,Development,Create dashboard for managers,2019-06-10,14:04:05,2019-06-10,15:02:05,00:58:00
21748,21748,UI14,Credious,Development,Refactor debts actions,2019-06-10,14:10:12,2019-06-10,20:38:56,06:28:44
21749,21749,UI35,Finizon,Development,XXX XXX XXX integration,2019-06-10,14:21:42,2019-06-10,15:02:56,00:41:14
21750,21750,UI06,Fintech,DevOps,Update to the devops channel & Jobs test & New environment to the XXX Credit Report,2019-06-10,14:40:15,2019-06-10,14:57:40,00:17:25
21751,21751,UI20,DBboards,Development,Working on adding lastPayment and lastPayment amount to dashboard,2019-06-10,14:41:15,2019-06-10,16:30:15,01:49:00
21752,21752,UI06,Fintech,DevOps,Terminate old Staging env,2019-06-10,14:57:21,2019-06-10,15:09:49,00:12:28
21753,21753,UI33,Finizon,Development,deploy planning,2019-06-10,15:02:48,2019-06-10,15:52:18,00:49:30
21754,21754,UI35,Finizon,Development,XXX release call,2019-06-10,15:03:12,2019-06-10,16:09:53,01:06:41
21755,21755,UI20,PilotAxis,Development,"Working on testing shutter, make sure camera endpoints are working",2019-06-10,15:07:46,2019-06-10,18:06:25,02:58:39
21756,21756,UI06,Fintech,DevOps,NewRelic infrastructure And Deploy to XXX included the XXX,2019-06-10,15:09:30,2019-06-10,20:26:38,05:17:08
21757,21757,UI29,Credious,QA,Working on Secxtyquestions Automation changes in staging,2019-06-10,15:13:49,2019-06-10,17:03:38,01:49:49
21758,21758,UI45,Finizon,Development,XXX - Release,2019-06-10,15:55:59,2019-06-10,17:04:40,01:08:41
21759,21759,UI16,TeachZip,Development,OTP *sometimes* fail on first try,2019-06-10,16:00:00,2019-06-10,20:00:00,04:00:00
21760,21760,UI35,Finizon,Development,XXX XXX XXX integration,2019-06-10,16:09:56,2019-06-10,18:12:31,02:02:35
21761,21761,UI40,PilotAxis,Development,Implement endpoints,2019-06-10,16:24:42,2019-06-10,17:27:06,01:02:24
21762,21762,UI45,Credious,DevOps,"Load test - call with XXX - load test, qa, XXX",2019-06-10,17:02:42,2019-06-10,17:54:28,00:51:46
21763,21763,UI29,Finizon,QA,Working On FinancialProfile Automation changes in staging,2019-06-10,17:03:55,2019-06-10,17:32:11,00:28:16
21764,21764,UI40,PilotAxis,Development,Implement endpoints,2019-06-10,17:28:55,2019-06-10,17:40:55,00:12:00
21765,21765,UI36,Finizon,Development,XXX Team Sprint Planning,2019-06-10,17:30:14,2019-06-10,18:22:19,00:52:05
21766,21766,UI03,GDP,Development,Writing API Documentation for XXX Loading Test + Organizing New XTools [XPRT Tools] Code,2019-06-10,17:33:37,2019-06-10,19:29:57,01:56:20
21767,21767,UI45,Credious,Development,XXX Experience Weekly Standup,2019-06-10,17:54:29,2019-06-10,19:00:29,01:06:00
21768,21768,UI36,Finizon,Development,roles tree creds issue discussion with XXX,2019-06-10,18:22:19,2019-06-10,18:34:29,00:12:10
21769,21769,UI33,Finizon,Development,Create dashboard for managers,2019-06-10,18:27:27,2019-06-10,22:09:27,03:42:00
21770,21770,UI45,Finizon,Development,Create read-only XXX Experience permissions set (XXX View),2019-06-10,19:00:49,2019-06-10,20:03:23,01:02:34
21771,21771,UI40,PilotAxis,Development,Implement endpoints,2019-06-10,19:19:42,2019-06-10,19:49:24,00:29:42
21772,21772,UI20,PilotAxis,Development,"Working on testing shutter, make sure camera endpoints are working",2019-06-10,19:20:56,2019-06-10,20:30:56,01:10:00
21773,21773,UI45,Finizon,Development,XXX Demo (Nicole),2019-06-10,20:03:24,2019-06-10,20:43:01,00:39:37
21774,21774,UI40,PilotAxis,Development,Implement endpoints,2019-06-10,20:03:50,2019-06-10,22:05:21,02:01:31
21775,21775,UI35,Finizon,Development,XXX XXX XXX integration,2019-06-10,20:40:55,2019-06-10,23:51:30,03:10:35
21776,21776,UI06,Fintech,DevOps,I supported x for the listeners in the Funnel and CRM And Update the XXX_services_terraform vars and Updated the Incident-response Datasheet,2019-06-10,20:57:13,2019-06-10,23:40:26,02:43:13
21777,21777,UI29,Credious,QA,XXX Experience Weekly Standup,2019-06-10,21:32:41,2019-06-10,22:16:03,00:43:22
21778,21778,UI20,PilotAxis,Development,"Working on testing shutter, make sure camera endpoints are working",2019-06-10,21:48:45,2019-06-10,22:45:45,00:57:00
21779,21779,UI06,Fintech,DevOps,XXX terraform,2019-06-10,23:40:40,2019-06-11,00:10:22,00:29:42
21780,21780,UI35,Finizon,Development,Create dashboard for managers,2019-06-10,23:51:30,2019-06-11,00:10:21,00:18:51
21781,21781,UI43,IntellHive,Development,Researching on facebook lead ads,2019-06-11,06:33:25,2019-06-11,08:57:10,02:23:45
21782,21782,UI36,WeVape,Development,issue with reefstore prod,2019-06-11,06:48:12,2019-06-11,07:42:12,00:54:00
21783,21783,UI20,PilotAxis,Development,Working on push notifications,2019-06-11,06:57:27,2019-06-11,10:07:01,03:09:34
21784,21784,UI32,PilotAxis,Development,"Applying fixes to camera and shutter device handlers, deploying changes to TestFlight, Fixing Push notifications issue on ExpiKit app, being present for the physical installation and fixing issues",2019-06-11,07:32:34,2019-06-12,01:04:54,17:32:20
21785,21785,UI36,WeVape,Development,checking new designs and taking notes,2019-06-11,07:42:09,2019-06-11,08:21:09,00:39:00
21786,21786,UI15,GDP,Development,"meeting with XXX, meeting with XXX, meeting with XXX, code review, meeting with XXX",2019-06-11,07:52:10,2019-06-11,12:28:39,04:36:29
21787,21787,UI14,Credious,Development,Refactor debts actions,2019-06-11,08:22:56,2019-06-11,12:08:06,03:45:10
21788,21788,UI06,Fintech,DevOps,XXX resize instance and Update terraform,2019-06-11,08:25:59,2019-06-11,10:19:47,01:53:48
21789,21789,UI16,TeachZip,Development,Daily Meeting,2019-06-11,08:44:41,2019-06-11,08:51:16,00:06:35
21790,21790,UI29,Credious,QA,Working on  Summary automation changes in staging,2019-06-11,08:52:44,2019-06-11,11:32:10,02:39:26
21791,21791,UI43,IntellHive,Development,Anslysing wpforms to find submission issue,2019-06-11,08:57:11,2019-06-11,13:13:18,04:16:07
21792,21792,UI16,TeachZip,Development,Creating new GPA page,2019-06-11,09:22:58,2019-06-11,11:40:28,02:17:30
21793,21793,UI27,DBboards,Development,"working on XXX dashboard: ""Just fetch one time and fix responsive for dashboard page""",2019-06-11,09:37:06,2019-06-11,17:06:14,07:29:08
21794,21794,UI35,Finizon,Development,Create dashboard for managers,2019-06-11,09:41:16,2019-06-11,12:18:23,02:37:07
21795,21795,UI01,GDP,Development,XXX Lambda Test / Planning Credit Report Lambda,2019-06-11,10:03:01,2019-06-11,20:24:10,10:21:09
21796,21796,UI20,DBboards,Development,Working on adding out for authXXXzation offers,2019-06-11,10:07:17,2019-06-11,13:35:17,03:28:00
21797,21797,UI22,Credious,DevOps,support / org doc,2019-06-11,10:39:45,2019-06-11,13:31:22,02:51:37
21798,21798,UI11,GDP,QA,QA Updates,2019-06-11,10:41:50,2019-06-11,11:11:51,00:30:01
21799,21799,UI45,Credious,DevOps,Remove all existing unnecessary XXX email alerts,2019-06-11,11:10:25,2019-06-11,13:03:30,01:53:05
21800,21800,UI29,Finizon,QA,Working On Tradeline Automation changes in staging,2019-06-11,11:32:59,2019-06-11,12:53:07,01:20:08
21801,21801,UI36,Finizon,Development,adding more test cases for XXX package,2019-06-11,11:42:44,2019-06-11,14:49:45,03:07:01
21802,21802,UI23,GDP,Development,checking issue on production - duplicate value found,2019-06-11,11:46:07,2019-06-11,12:43:00,00:56:53
21803,21803,UI06,Fintech,DevOps,Nginx for XXX,2019-06-11,12:00:56,2019-06-11,14:20:18,02:19:22
21804,21804,UI35,Finizon,Development,Add submission status filter to all views,2019-06-11,12:18:29,2019-06-11,12:57:16,00:38:47
21805,21805,UI29,Credious,QA,Working On Quotes Automation changes in staging,2019-06-11,12:53:43,2019-06-11,14:22:53,01:29:10
21806,21806,UI45,Finizon,Development,XXX - Sprint Planning,2019-06-11,13:03:31,2019-06-11,14:25:53,01:22:22
21807,21807,UI43,IntellHive,Development,Anslysing wpforms to find submission issue,2019-06-11,13:13:19,2019-06-11,15:01:17,01:47:58
21808,21808,UI20,PilotAxis,Development,Working on push notifications,2019-06-11,13:30:57,2019-06-11,13:43:56,00:12:59
21809,21809,UI16,TeachZip,Development,Creating new GPA page,2019-06-11,13:31:44,2019-06-11,16:03:45,02:32:01
21810,21810,UI20,DBboards,Development,Working on reviewing requirements for following sections,2019-06-11,13:43:58,2019-06-11,17:30:58,03:47:00
21811,21811,UI35,Finizon,Development,XXX sprint planning,2019-06-11,14:05:10,2019-06-11,15:25:56,01:20:46
21812,21812,UI33,Finizon,Development,sprint planning,2019-06-11,14:05:46,2019-06-11,15:25:52,01:20:06
21813,21813,UI03,GDP,Development,"Creating Initial XTools [XXX automation framework], Integrating new XXX Load Test + Converting to JMeter",2019-06-11,14:08:37,2019-06-11,19:53:44,05:45:07
21814,21814,UI15,Credious,Development,"equifax design lambda . docu review and meeting, SF meeting with teddy, code review",2019-06-11,14:21:47,2019-06-11,17:49:59,03:28:12
21815,21815,UI45,Finizon,QA,Sprint Planning,2019-06-11,14:25:54,2019-06-11,15:29:08,01:03:14
21816,21816,UI29,Finizon,QA,Working On SecxtyQuestions Automation changes in staging,2019-06-11,14:29:51,2019-06-11,16:14:54,01:45:03
21817,21817,UI22,Credious,DevOps,Meet with Attilla,2019-06-11,14:37:11,2019-06-11,15:31:50,00:54:39
21818,21818,UI35,Finizon,Development,Add submission status filter to all views,2019-06-11,15:26:00,2019-06-11,15:48:13,00:22:13
21819,21819,UI45,Finizon,Development,SF module - modify according to the 'token' issue,2019-06-11,15:29:10,2019-06-11,16:00:52,00:31:42
21820,21820,UI35,Finizon,Development,Create BizOps permission set,2019-06-11,15:48:40,2019-06-11,17:13:26,01:24:46
21821,21821,UI14,Credious,Development,Refactor debts actions,2019-06-11,15:56:40,2019-06-11,17:58:44,02:02:04
21822,21822,UI45,Finizon,Development,Weekly with XXX,2019-06-11,16:00:53,2019-06-11,16:35:15,00:34:22
21823,21823,UI29,Credious,QA,Working On SecxtyQuestions Automation changes in staging,2019-06-11,16:15:05,2019-06-11,18:02:40,01:47:35
21824,21824,UI29,Finizon,QA,Working On SecxtyQuestions Automation changes in staging,2019-06-11,16:15:05,2019-06-11,18:02:40,01:47:35
21825,21825,UI20,PilotAxis,Development,Working on push notifications,2019-06-11,16:18:08,2019-06-11,18:18:04,01:59:56
21826,21826,UI11,GDP,QA,Testing available tickets,2019-06-11,16:21:14,2019-06-11,17:43:47,01:22:33
21827,21827,UI36,Finizon,Development,XXX Team Sprint Planning,2019-06-11,16:30:21,2019-06-11,17:56:21,01:26:00
21828,21828,UI45,Finizon,Development,Deploy XXX with IndieSoft Team,2019-06-11,16:35:16,2019-06-11,18:11:16,01:36:00
21829,21829,UI45,Finizon,Development,Program creation - Error handling,2019-06-11,18:11:40,2019-06-11,19:36:40,01:25:00
21830,21830,UI20,PilotAxis,Development,Working on push notifications,2019-06-11,19:08:07,2019-06-11,19:47:07,00:39:00
21831,21831,UI06,Fintech,DevOps,Check the newrelic and Meeting for XXX,2019-06-11,19:31:31,2019-06-11,20:32:50,01:01:19
21832,21832,UI14,Credious,Development,Refactor debts actions,2019-06-11,19:32:01,2019-06-11,22:13:41,02:41:40
21833,21833,UI45,Finizon,Development,Integration Weekly (XXX<>XXX.),2019-06-11,19:36:13,2019-06-11,20:03:47,00:27:34
21834,21834,UI40,PilotAxis,Development,Call with XXX about push notifications,2019-06-11,19:40:10,2019-06-11,19:57:10,00:17:00
21835,21835,UI16,TeachZip,Development,Creating new GPA page,2019-06-11,19:47:42,2019-06-11,22:38:27,02:50:45
21836,21836,UI33,Finizon,Development,catch program request faliure on creation,2019-06-11,20:19:19,2019-06-11,21:19:18,00:59:59
21837,21837,UI06,Fintech,DevOps,Nginx for XXX,2019-06-11,20:36:14,2019-06-11,20:58:59,00:22:45
21838,21838,UI33,Finizon,Development,add new firm,2019-06-11,21:19:32,2019-06-11,22:23:32,01:04:00
21839,21839,UI31,Credious,DevOps,Create newrelic synthetics to monitor XXX API endpoints,2019-06-11,21:30:00,2019-06-12,00:17:00,02:47:00
21840,21840,UI33,Finizon,Development,catch program request faliure on creation,2019-06-11,22:23:38,2019-06-12,00:25:47,02:02:09
21841,21841,UI11,GDP,QA,Testing available tickets,2019-06-11,23:18:52,2019-06-12,00:22:50,01:03:58
21842,21842,UI35,Finizon,Development,Rollbar channel Errors resolving,2019-06-11,23:52:19,2019-06-12,00:31:21,00:39:02
21843,21843,UI03,GDP,Development,XTools [autoomation infra]  :Finalizing The Basic Structure,2019-06-12,00:44:30,2019-06-12,02:01:30,01:17:00
21844,21844,UI43,IntellHive,Development,Researching on automation of lead ads,2019-06-12,06:27:10,2019-06-12,08:24:52,01:57:42
21845,21845,UI15,Credious,Development,"FA triage review, meeting about fee templates, beta tag creation, follow up beta env QA, code review, beta env deploy",2019-06-12,07:28:58,2019-06-12,12:32:14,05:03:16
21846,21846,UI20,PilotAxis,Development,Working on testing motor with shutter,2019-06-12,07:45:36,2019-06-12,10:08:36,02:23:00
21847,21847,UI16,TeachZip,Development,Creating new GPA page,2019-06-12,07:55:11,2019-06-12,08:44:32,00:49:21
21848,21848,UI43,IntellHive,Development,Researching on automation of lead ads,2019-06-12,08:24:53,2019-06-12,11:48:00,03:23:07
21849,21849,UI14,Credious,Development,Refactor debts actions,2019-06-12,08:31:06,2019-06-12,11:21:06,02:50:00
21850,21850,UI16,TeachZip,Development,Creating new GPA page,2019-06-12,08:52:23,2019-06-12,12:06:21,03:13:58
21851,21851,UI29,Credious,QA,Working On Tradeline Automation changes in staging,2019-06-12,09:01:07,2019-06-12,11:04:40,02:03:33
21852,21852,UI35,Finizon,Development,Rollbar channel Errors resolving,2019-06-12,09:28:39,2019-06-12,12:26:51,02:58:12
21853,21853,UI27,DBboards,Development,"working on XXX dashboard: ""Change Notication component"", ""Fix notification styles for mobile"", "" Add PrivateRoute Component""",2019-06-12,09:47:07,2019-06-12,17:42:08,07:55:01
21854,21854,UI23,Credious,Development,[XXX Server] improve store process of tradelines on credit pull for SmartAPI,2019-06-12,10:02:15,2019-06-12,13:29:15,03:27:00
21855,21855,UI45,IntellHive,Development,"Website, Unifying, Lead Ad - Call with XXX",2019-06-12,10:03:43,2019-06-12,10:28:43,00:25:00
21856,21856,UI01,GDP,Development,Credit Report Lambda Development,2019-06-12,10:04:56,2019-06-12,19:44:40,09:39:44
21857,21857,UI36,Finizon,Development,adding more test cases for XXX package,2019-06-12,10:16:00,2019-06-12,12:01:00,01:45:00
21858,21858,UI45,Finizon,DevOps,XXX - Manual Approve triggers the build,2019-06-12,10:29:27,2019-06-12,11:32:27,01:03:00
21859,21859,UI32,PilotAxis,Development,"Fixing unable to open if status is reported as open issue, Testing shutter functionality with XXX, Applying necessary FE changes for push notificaiton fix (OneSignal)",2019-06-12,10:50:00,2019-06-12,19:31:18,08:41:18
21860,21860,UI29,Finizon,QA,Working On AddCoProgram Automation changes in staging,2019-06-12,11:05:03,2019-06-12,12:28:45,01:23:42
21861,21861,UI06,Fintech,DevOps,XXX - when deploy had to manual approve more than one,2019-06-12,11:44:47,2019-06-12,12:41:10,00:56:23
21862,21862,UI43,IntellHive,Development,Researching on wpform submission issue,2019-06-12,11:48:00,2019-06-12,14:59:42,03:11:42
21863,21863,UI20,PilotAxis,Development,Working on adding 3-state physical switch to shutter,2019-06-12,12:00:57,2019-06-12,12:30:57,00:30:00
21864,21864,UI36,Finizon,Development,Implement /trade-lines (XXX service),2019-06-12,12:01:00,2019-06-12,15:39:00,03:38:00
21865,21865,UI11,GDP,QA,Testing Beta Environment,2019-06-12,12:21:24,2019-06-12,17:24:01,05:02:37
21866,21866,UI29,Credious,QA,Working on FinancialProfile Automation changes in staging,2019-06-12,12:29:11,2019-06-12,13:27:59,00:58:48
21867,21867,UI22,Credious,DevOps,org doc,2019-06-12,13:03:21,2019-06-12,16:10:21,03:07:00
21868,21868,UI06,Fintech,DevOps,XXX - when deploy had to manual approve more than one And XXX - Manual Approve triggers the build,2019-06-12,13:10:38,2019-06-12,14:39:25,01:28:47
21869,21869,UI29,Finizon,QA,Working On SecxtyQuestions Automation changes in staging,2019-06-12,13:28:32,2019-06-12,15:31:32,02:03:00
21870,21870,UI20,PilotAxis,Development,Working on adding 3-state physical switch to shutter,2019-06-12,13:45:57,2019-06-12,15:12:57,01:27:00
21871,21871,UI14,GDP,Development,Refactor debts actions,2019-06-12,14:00:38,2019-06-12,16:29:27,02:28:49
21872,21872,UI35,Finizon,Development,Rollbar channel Errors resolving,2019-06-12,14:27:47,2019-06-12,14:37:55,00:10:08
21873,21873,UI15,Credious,Development,"beta env testing, troubleshootbeta env issues, code review, prepare PR for prod deployment",2019-06-12,14:31:44,2019-06-12,17:04:50,02:33:06
21874,21874,UI35,Finizon,Development,Rollbar channel Errors resolving,2019-06-12,14:38:24,2019-06-12,14:42:54,00:04:30
21875,21875,UI06,Fintech,DevOps,Terminate old Staging env,2019-06-12,14:39:00,2019-06-12,16:51:59,02:12:59
21876,21876,UI35,Finizon,Development,Create BizOps permission set,2019-06-12,14:42:59,2019-06-12,17:20:43,02:37:44
21877,21877,UI20,DBboards,Development,"Working on setting correct values of acceptedDate, offerStatus and tradelineId in offers",2019-06-12,15:28:37,2019-06-12,18:00:37,02:32:00
21878,21878,UI23,Credious,Development,"[XXX Server, CRM, GDS] checking values for fees percentage, fee templates, processors and loan purposes on Beta environment, testing beta environment",2019-06-12,15:29:52,2019-06-12,18:04:43,02:34:51
21879,21879,UI29,Credious,QA,Working On AvailablePlan Automation changes in staging,2019-06-12,15:32:44,2019-06-12,15:47:01,00:14:17
21880,21880,UI29,Finizon,QA,Preparing credit pull document,2019-06-12,15:47:30,2019-06-12,16:46:01,00:58:31
21881,21881,UI16,TeachZip,Development,Reviewing PR for Feature/interest specific page,2019-06-12,16:18:33,2019-06-12,16:40:34,00:22:01
21882,21882,UI26,Credious,Development,review a pr,2019-06-12,16:21:24,2019-06-13,00:38:31,08:17:07
21883,21883,UI03,GDP,Development,Building XXX Load Test : Phase Alpha [14/06 Deadline] : Accept Program,2019-06-12,16:23:23,2019-06-12,19:37:23,03:14:00
21884,21884,UI14,GDP,Development,beta testing,2019-06-12,16:29:31,2019-06-12,17:55:52,01:26:21
21885,21885,UI29,Credious,QA,Working On AvailablePlan Automation changes in staging,2019-06-12,16:46:04,2019-06-12,17:22:28,00:36:24
21886,21886,UI06,Fintech,DevOps,I gave the permission to XXXathews (the SQS and the Cloudwatch),2019-06-12,16:51:49,2019-06-12,17:38:55,00:47:06
21887,21887,UI45,Finizon,Development,XXX - XXX - XXX devXXX env,2019-06-12,17:22:59,2019-06-12,18:32:59,01:10:00
21888,21888,UI06,Fintech,DevOps,XXX - external module in the build,2019-06-12,17:47:10,2019-06-12,17:52:43,00:05:33
21889,21889,UI06,Fintech,DevOps,XXX - Testing in CI/CD pipeline,2019-06-12,17:52:13,2019-06-12,18:00:19,00:08:06
21890,21890,UI20,PilotAxis,Development,Working on installing external switch to shutter,2019-06-12,18:00:00,2019-06-12,19:00:00,01:00:00
21891,21891,UI06,AgeSolvency,DevOps,IAM team-lead and dev groups for XXX in Terraform,2019-06-12,18:00:33,2019-06-12,18:05:31,00:04:58
21892,21892,UI06,Credious,DevOps,XXX Credit Report,2019-06-12,18:05:08,2019-06-12,18:14:37,00:09:29
21893,21893,UI06,Credious,DevOps,Update the Monday tasks,2019-06-12,18:14:18,2019-06-12,18:24:23,00:10:05
21894,21894,UI33,Finizon,Development,Replace deprecated material-ui-pickers with @material-ui/pickers,2019-06-12,18:25:39,2019-06-12,19:47:39,01:22:00
21895,21895,UI06,Credious,DevOps,Beta update And I Helped x and XXX in the Beta,2019-06-12,18:27:21,2019-06-12,21:56:01,03:28:40
21896,21896,UI45,Finizon,Development,Program creation - Error handling,2019-06-12,18:32:23,2019-06-12,19:04:34,00:32:11
21897,21897,UI14,GDP,Development,Refactor debts actions,2019-06-12,19:47:33,2019-06-12,20:42:41,00:55:08
21898,21898,UI33,Finizon,Development,catch program request faliure on creation,2019-06-12,19:47:43,2019-06-12,20:42:45,00:55:02
21899,21899,UI10,TeachZip,Development,[URGENT] Web request causes query to hang,2019-06-12,20:04:00,2019-06-12,23:15:08,03:11:08
21900,21900,UI33,Finizon,Development,"Add ""Date Assigned"" column to all details tabs",2019-06-12,20:43:04,2019-06-12,21:29:48,00:46:44
21901,21901,UI15,Credious,Development,production deployment,2019-06-12,21:01:06,2019-06-12,21:30:53,00:29:47
21902,21902,UI33,Finizon,Development,add threshold to review screen-planning,2019-06-12,21:30:10,2019-06-12,22:45:04,01:14:54
21903,21903,UI29,Finizon,QA,Sanity testing on beta environment,2019-06-12,22:00:42,2019-06-12,23:01:42,01:01:00
21904,21904,UI23,Credious,Development,[XXX Server] Detailed logs and new relic FE part Deployment,2019-06-12,22:00:53,2019-06-12,22:27:02,00:26:09
21905,21905,UI06,Credious,DevOps,Beta update And I Helped x and XXX in the Beta,2019-06-12,22:02:55,2019-06-12,22:35:32,00:32:37
21906,21906,UI16,TeachZip,Development,Creating new GPA page,2019-06-12,22:25:53,2019-06-13,01:06:55,02:41:02
21907,21907,UI06,Credious,DevOps,I Helped x and XXX in the Beta,2019-06-12,22:48:30,2019-06-12,23:04:38,00:16:08
21908,21908,UI29,Credious,QA,Sanity testing on beta environment,2019-06-12,23:06:00,2019-06-12,23:16:04,00:10:04
21909,21909,UI06,Credious,DevOps,Beta update,2019-06-12,23:15:25,2019-06-13,00:29:14,01:13:49
21910,21910,UI03,GDP,Development,Building XXX Load Test : Implementing Rest API Infra Object,2019-06-13,00:20:39,2019-06-13,02:14:39,01:54:00
21911,21911,UI06,Credious,DevOps,Prod deploy,2019-06-13,03:55:01,2019-06-13,04:30:05,00:35:04
21912,21912,UI43,IntellHive,Development,Researching on automation of lead ads,2019-06-13,06:45:16,2019-06-13,10:23:19,03:38:03
21913,21913,UI11,GDP,QA,QA Meeting,2019-06-13,08:00:00,2019-06-13,09:06:00,01:06:00
21914,21914,UI14,GDP,Development,Refactor debts actions,2019-06-13,08:50:23,2019-06-13,10:13:03,01:22:40
21915,21915,UI29,Finizon,QA,Working On BankingInfo Automation changes in staging,2019-06-13,08:58:22,2019-06-13,10:36:56,01:38:34
21916,21916,UI15,Credious,Development,"SF integration meeting, troubleshoot beta env, leadership meeting, troubleshoot beta env",2019-06-13,09:02:04,2019-06-13,13:18:56,04:16:52
21917,21917,UI06,Credious,DevOps,Incident-response Datasheet,2019-06-13,09:27:22,2019-06-13,09:35:40,00:08:18
21918,21918,UI27,DBboards,Development,"working on XXX dashboard: ""Fix navigation"", ""Add Offers (endpoint, api, action, reducer, view and OfferCard component)""",2019-06-13,09:32:24,2019-06-13,16:28:46,06:56:22
21919,21919,UI06,Credious,DevOps,Run the XXX automations with a Slack command And XXX - run tests on build,2019-06-13,09:40:52,2019-06-13,12:56:54,03:16:02
21920,21920,UI16,TeachZip,Development,Creating new GPA page,2019-06-13,09:47:41,2019-06-13,10:34:35,00:46:54
21921,21921,UI01,GDP,Development,Credit Report Lambda Development,2019-06-13,09:57:50,2019-06-13,19:25:01,09:27:11
21922,21922,UI14,GDP,Development,Refactor secxty questions view,2019-06-13,10:15:49,2019-06-13,11:19:13,01:03:24
21923,21923,UI43,IntellHive,Development,Creation of automation lead ads demo zap,2019-06-13,10:23:21,2019-06-13,11:56:15,01:32:54
21924,21924,UI16,TeachZip,Development,Avoid duplicate tracking events,2019-06-13,10:34:40,2019-06-13,12:28:34,01:53:54
21925,21925,UI23,Credious,Development,Continue testing beta environment - and working on equifax debts endpoint on XXX server,2019-06-13,10:37:26,2019-06-13,14:53:04,04:15:38
21926,21926,UI29,Credious,QA,Working On creditReport Automation changes in staging,2019-06-13,10:37:33,2019-06-13,12:00:07,01:22:34
21927,21927,UI35,Finizon,Development,Create BizOps permission set,2019-06-13,10:46:25,2019-06-13,13:07:10,02:20:45
21928,21928,UI32,PilotAxis,Development,"Talk with XXX, Reviewing XXX bad access emails and checking DB for possible issues",2019-06-13,11:11:45,2019-06-13,12:30:02,01:18:17
21929,21929,UI14,GDP,Development,beta testing,2019-06-13,11:19:20,2019-06-13,12:21:30,01:02:10
21930,21930,UI43,IntellHive,Development,Researching on automation of lead ads,2019-06-13,11:56:16,2019-06-13,14:43:44,02:47:28
21931,21931,UI29,Finizon,QA,Working On Quotes Automation changes in staging,2019-06-13,12:00:31,2019-06-13,12:57:50,00:57:19
21932,21932,UI36,WeVape,Development,rollbar fixes in staging server,2019-06-13,12:01:41,2019-06-13,12:46:00,00:44:19
21933,21933,UI45,Finizon,DevOps,XXX - run tests on build,2019-06-13,12:15:19,2019-06-13,13:00:19,00:45:00
21934,21934,UI36,WeVape,Development,Add validation for admin > products > available on field,2019-06-13,12:46:46,2019-06-13,13:41:46,00:55:00
21935,21935,UI29,Credious,QA,Working On SecxtyQuestions Automation changes in staging,2019-06-13,12:58:02,2019-06-13,15:14:55,02:16:53
21936,21936,UI45,Finizon,DevOps,Standup,2019-06-13,13:00:07,2019-06-13,13:56:07,00:56:00
21937,21937,UI06,Credious,DevOps,DevOps meeting,2019-06-13,13:00:56,2019-06-13,14:05:05,01:04:09
21938,21938,UI14,GDP,Development,beta testing,2019-06-13,13:06:09,2019-06-13,14:19:08,01:12:59
21939,21939,UI35,Finizon,Development,"Rework ""Send to Accounting"" button",2019-06-13,13:07:16,2019-06-13,14:08:23,01:01:07
21940,21940,UI36,Finizon,Development,adding more test cases for XXX package,2019-06-13,13:41:09,2019-06-13,14:35:09,00:54:00
21941,21941,UI45,Finizon,Development,Standup,2019-06-13,14:00:31,2019-06-13,14:50:47,00:50:16
21942,21942,UI16,TeachZip,Development,Avoid duplicate tracking events,2019-06-13,14:22:37,2019-06-13,17:26:34,03:03:57
21943,21943,UI15,Credious,Development,"management talk, review beta env dbs, beta env testing, management talk",2019-06-13,14:27:04,2019-06-13,18:20:35,03:53:31
21944,21944,UI14,GDP,Development,Refactor secxty questions view,2019-06-13,14:27:25,2019-06-13,15:10:04,00:42:39
21945,21945,UI20,DBboards,Development,Working on getting appropiate values for savings,2019-06-13,14:31:40,2019-06-13,17:34:40,03:03:00
21946,21946,UI45,IntellHive,Development,Testing - Facebook lead-ad - connect with Base and Gekoboard,2019-06-13,14:50:47,2019-06-13,15:03:27,00:12:40
21947,21947,UI33,Finizon,Development,daily,2019-06-13,15:01:29,2019-06-13,15:44:42,00:43:13
21948,21948,UI45,Credious,QA,Standup,2019-06-13,15:03:28,2019-06-13,17:00:18,01:56:50
21949,21949,UI20,PilotAxis,Development,Working on testing external switch to shutter,2019-06-13,15:05:59,2019-06-13,17:14:53,02:08:54
21950,21950,UI03,GDP,Development,XXX Load Test : Rest API Infra Finalize Replacers Tags + ASync Jobs Instead of Threads,2019-06-13,15:06:04,2019-06-13,19:39:42,04:33:38
21951,21951,UI29,Finizon,QA,Working On Leaddetails Automation changes in staging,2019-06-13,15:15:34,2019-06-13,17:01:51,01:46:17
21952,21952,UI06,Credious,DevOps,I gave permission to M. XXX for the XXX-transunion bucket in the stagig,2019-06-13,15:35:21,2019-06-13,15:59:20,00:23:59
21953,21953,UI33,Finizon,Development,add user name to the XXX tabs,2019-06-13,15:45:08,2019-06-13,17:45:57,02:00:49
21954,21954,UI06,Credious,DevOps,Run the XXX automations with a Slack command & x SF password & XXX need ran command,2019-06-13,16:06:15,2019-06-13,21:03:45,04:57:30
21955,21955,UI23,Credious,Development,Continue testing beta environment - and working on equifax debts endpoint on XXX server,2019-06-13,16:49:06,2019-06-13,21:05:12,04:16:06
